排行,權證標的代號,權證標的名稱,發行檔數
1,IX0001,臺股指數,136
2,2308,台達電,135
3,2330,台積電,133
4,2454,聯發科,110
5,2317,鴻海,105
6,1303,南亞,90
7,6770,力積電,89
8,3661,世芯-KY,88
9,2313,華通,84
10,2404,漢唐,82
11,6669,緯穎,81
12,2345,智邦,77
13,3037,欣興,75
14,2059,川湖,74
15,6139,亞翔,64
16,2368,金像電,63
17,3017,奇鋐,63
18,1802,台玻,56
19,6805,富世達,56
20,3443,創意,51
21,0050,元大台灣50,48
22,3231,緯創,46
23,8039,台虹,46
24,00738U,元大道瓊白銀,44
25,2327,國巨*,44
26,2383,台光電,42
27,1560,中砂,41
28,2337,旺宏,41
29,6781,AES-KY,40
30,00631L,元大台灣50正2,36
31,3481,群創,36
32,3665,貿聯-KY,36
33,3030,德律,35
34,00632R,元大台灣50反1,33
35,3189,景碩,33
36,1605,華新,32
37,8210,勤誠,32
38,2449,京元電子,31
39,2612,中航,30
40,6531,愛普*,30
41,2606,裕民,29
42,3008,大立光,29
43,3711,日月光投控,29
44,6213,聯茂,29
45,8150,南茂,29
46,6944,兆聯實業,28
47,2402,毅嘉,27
48,2493,揚博,27
49,2467,志聖,26
50,2367,燿華,24
51,2486,一詮,24
52,2605,新興,24
53,3006,晶豪科,24
54,2455,全新,23
55,3090,日電貿,23
56,3450,聯鈞,23
57,3706,神達,23
58,3715,定穎投控,23
59,6196,帆宣,22
60,8112,至上,22
61,1301,台塑,21
62,2371,大同,21
63,2637,慧洋-KY,20
64,8046,南電,20
65,8499,鼎炫-KY,20
66,2887,台新新光金,19
67,6691,洋基工程,19
68,2009,第一銅,18
69,2388,威盛,18
70,2603,長榮,18
71,3533,嘉澤,18
72,4763,材料*-KY,18
73,6415,矽力*-KY,18
74,6451,訊芯-KY,18
75,2303,聯電,17
76,5469,瀚宇博,17
77,1504,東元,16
78,2301,光寶科,16
79,8422,可寧衛*,16
80,2329,華泰,14
81,2357,華碩,14
82,2481,強茂,14
83,2498,宏達電,14
84,2882,國泰金,14
85,3376,新日興,14
86,6257,矽格,14
87,2002,中鋼,13
88,2645,長榮航太,13
89,6890,來億-KY,13
90,8028,昇陽半導體,13
91,00708L,元大S&P黃金正2,12
92,2359,所羅門,12
93,2360,致茂,12
94,2548,華固,12
95,3563,牧德,12
96,4916,事欣科,12
97,4977,眾達-KY,12
98,5284,jpp-KY,12
99,6239,力成,12
100,6706,惠特,12
101,00715L,街口布蘭特油正2,11
102,1326,台化,11
103,2324,仁寶,11
104,2610,華航,11
105,2891,中信金,11
106,3034,聯詠,11
107,5269,祥碩,11
108,6409,旭隼,11
109,1608,華榮,10
110,2630,亞航,10
111,3013,晟銘電,10
112,3044,健鼎,10
113,6271,同欣電,10
114,6472,保瑞,10
115,2884,玉山金,9
116,3167,大量,9
117,3515,華擎,9
118,6215,和椿,9
119,6830,汎銓,9
120,0052,富邦科技,8
121,00633L,富邦上証正2,8
122,00650L,復華香港正2,8
123,1101,台泥,8
124,1216,統一,8
125,1717,長興,8
126,2316,楠梓電,8
127,2374,佳能,8
128,2409,友達,8
129,2618,長榮航,8
130,2890,永豐金,8
131,3010,華立,8
132,3305,昇貿,8
133,6285,啟碁,8
134,6753,龍德造船,8
135,6789,采鈺,8
136,00637L,元大滬深300正2,7
137,00664R,國泰臺灣加權反1,7
138,00763U,街口道瓊銅,7
139,2027,大成鋼,7
140,2472,立隆電,7
141,2609,陽明,7
142,3019,亞光,7
143,3694,海華,7
144,4583,台灣精銳,7
145,4958,臻鼎-KY,7
146,IX0027,電子類,7
147,00635U,元大S&P黃金,6
148,1476,儒鴻,6
149,2348,海悅,6
150,2356,英業達,6
151,2421,建準,6
152,2615,萬海,6
153,2881,富邦金,6
154,3048,益登,6
155,3406,玉晶光,6
156,5234,達興材料,6
157,6282,康舒,6
158,00642U,元大S&P石油,5
159,00706L,元大S&P日圓正2,5
160,1319,東陽,5
161,1513,中興電,5
162,2331,精英,5
163,2385,群光,5
164,2393,億光,5
165,2520,冠德,5
166,2883,凱基金,5
167,6873,泓德能源,5
168,9945,潤泰新,5
169,00647L,元大S&P500正2,4
170,00663L,國泰臺灣加權正2,4
171,00674R,元大S&P黃金反1,4
172,00919,群益台灣精選高息,4
173,1312,國喬,4
174,1536,和大,4
175,2354,鴻準,4
176,2474,可成,4
177,2885,元大金,4
178,3413,京鼎,4
179,3532,台勝科,4
180,4739,康普,4
181,4906,正文,4
182,5534,長虹,4
183,6177,達麗,4
184,6269,台郡,4
185,9904,寶成,4
186,00640L,富邦日本正2,3
187,00655L,國泰中國A50正2,3
188,00665L,富邦恒生國企正2,3
189,00753L,中信中國50正2,3
190,1477,聚陽,3
191,1503,士電,3
192,1514,亞力,3
193,2049,上銀,3
194,2233,宇隆,3
195,2312,金寶,3
196,2352,佳世達,3
197,2369,菱生,3
198,2375,凱美,3
199,2376,技嘉,3
200,2377,微星,3
201,2419,仲琦,3
202,2889,國票金,3
203,3004,豐達科,3
204,3035,智原,3
205,3708,上緯投控,3
206,4770,上品,3
207,4961,天鈺,3
208,5434,崇越,3
209,5871,中租-KY,3
210,6116,彩晶,3
211,6176,瑞儀,3
212,6191,精成科,3
213,6278,台表科,3
214,6414,樺漢,3
215,6670,復盛應用,3
216,6923,中台,3
217,8374,羅昇,3
218,IX0039,金融類,3
219,00712,復華富時不動產,2
220,1307,三芳,2
221,1597,直得,2
222,2228,劍麟,2
223,2351,順德,2
224,2379,瑞昱,2
225,2464,盟立,2
226,2492,華新科,2
227,2646,星宇航空,2
228,2753,八方雲集,2
229,2880,華南金,2
230,2892,第一金,2
231,3022,威強電,2
232,3029,零壹,2
233,3032,偉訓,2
234,3596,智易,2
235,3645,達邁,2
236,4968,立積,2
237,6166,凌華,2
238,6456,GIS-KY,2
239,6962,奕力-KY,2
240,7722,LINEPAY,2
241,7749,意騰-KY,2
242,8114,振樺電,2
243,9914,美利達,2
244,0056,元大高股息,1
245,006208,富邦台50,1
246,00643,群益深証中小,1
247,00662,富邦NASDAQ,1
248,00669R,國泰美國道瓊反1,1
249,00670L,富邦NASDAQ正2,1
250,00673R,元大S&P原油反1,1
251,00675L,富邦臺灣加權正2,1
252,00680L,元大美債20正2,1
253,00684R,元大美元指數反1,1
254,00688L,國泰20年美債正2,1
255,00752,中信中國50,1
256,00757,統一FANG+,1
257,00852L,國泰美國道瓊正2,1
258,00878,國泰永續高股息,1
259,00881,國泰台灣科技龍頭,1
260,00896,中信綠能及電動車,1
261,00900,富邦特選高股息30,1
262,1409,新纖,1
263,1582,信錦,1
264,1590,亞德客-KY,1
265,1708,東鹼,1
266,1773,勝一,1
267,1786,科妍,1
268,2328,廣宇,1
269,2353,宏碁,1
270,2363,矽統,1
271,2365,昆盈,1
272,2392,正崴,1
273,2401,凌陽,1
274,2428,興勤,1
275,2457,飛宏,1
