排行,權證標的代號,權證標的名稱,發行檔數
1,IX0001,臺股指數,138
2,2330,台積電,137
3,2308,台達電,136
4,2454,聯發科,110
5,2317,鴻海,106
6,1303,南亞,95
7,3661,世芯-KY,91
8,2313,華通,90
9,6770,力積電,89
10,6669,緯穎,87
11,2404,漢唐,84
12,2345,智邦,79
13,3037,欣興,79
14,2059,川湖,76
15,2368,金像電,66
16,3481,群創,65
17,6139,亞翔,65
18,3017,奇鋐,63
19,1802,台玻,60
20,3443,創意,60
21,6805,富世達,59
22,00738U,元大道瓊白銀,50
23,0050,元大台灣50,48
24,1560,中砂,46
25,3231,緯創,46
26,8039,台虹,46
27,2337,旺宏,45
28,2327,國巨*,44
29,2383,台光電,44
30,2449,京元電子,40
31,6781,AES-KY,40
32,00631L,元大台灣50正2,38
33,3189,景碩,37
34,1605,華新,36
35,3030,德律,36
36,3665,貿聯-KY,36
37,00632R,元大台灣50反1,35
38,2467,志聖,35
39,6531,愛普*,35
40,8210,勤誠,35
41,3008,大立光,33
42,3711,日月光投控,32
43,2612,中航,31
44,8150,南茂,31
45,6213,聯茂,30
46,2606,裕民,29
47,6944,兆聯實業,29
48,2402,毅嘉,27
49,2493,揚博,27
50,3715,定穎投控,27
51,2486,一詮,26
52,2605,新興,25
53,2367,燿華,24
54,3006,晶豪科,24
55,3090,日電貿,24
56,2371,大同,23
57,2455,全新,23
58,3450,聯鈞,23
59,3706,神達,23
60,6196,帆宣,23
61,8112,至上,22
62,1301,台塑,21
63,2637,慧洋-KY,21
64,8046,南電,21
65,8422,可寧衛*,21
66,2009,第一銅,20
67,8499,鼎炫-KY,20
68,2603,長榮,19
69,2887,台新新光金,19
70,4763,材料*-KY,19
71,6691,洋基工程,19
72,2388,威盛,18
73,3533,嘉澤,18
74,6415,矽力*-KY,18
75,6451,訊芯-KY,18
76,8028,昇陽半導體,18
77,2303,聯電,17
78,5469,瀚宇博,17
79,1504,東元,16
80,2301,光寶科,16
81,6257,矽格,16
82,2002,中鋼,15
83,2329,華泰,15
84,2481,強茂,15
85,3376,新日興,15
86,2357,華碩,14
87,2498,宏達電,14
88,2882,國泰金,14
89,3563,牧德,14
90,4916,事欣科,14
91,6239,力成,14
92,00708L,元大S&P黃金正2,13
93,2645,長榮航太,13
94,5284,jpp-KY,13
95,6215,和椿,13
96,6890,來億-KY,13
97,1326,台化,12
98,2359,所羅門,12
99,2360,致茂,12
100,2409,友達,12
101,2548,華固,12
102,3034,聯詠,12
103,4977,眾達-KY,12
104,5269,祥碩,12
105,6706,惠特,12
106,00715L,街口布蘭特油正2,11
107,2324,仁寶,11
108,2610,華航,11
109,2891,中信金,11
110,6271,同欣電,11
111,6409,旭隼,11
112,1608,華榮,10
113,1717,長興,10
114,2630,亞航,10
115,3013,晟銘電,10
116,3044,健鼎,10
117,4583,台灣精銳,10
118,6472,保瑞,10
119,6789,采鈺,10
120,0052,富邦科技,9
121,00633L,富邦上証正2,9
122,2618,長榮航,9
123,2884,玉山金,9
124,3010,華立,9
125,3167,大量,9
126,3305,昇貿,9
127,3515,華擎,9
128,6285,啟碁,9
129,6830,汎銓,9
130,00650L,復華香港正2,8
131,00763U,街口道瓊銅,8
132,1101,台泥,8
133,1216,統一,8
134,2027,大成鋼,8
135,2316,楠梓電,8
136,2374,佳能,8
137,2393,億光,8
138,2472,立隆電,8
139,2615,萬海,8
140,2890,永豐金,8
141,3019,亞光,8
142,6753,龍德造船,8
143,00635U,元大S&P黃金,7
144,00637L,元大滬深300正2,7
145,00664R,國泰臺灣加權反1,7
146,1476,儒鴻,7
147,2348,海悅,7
148,2385,群光,7
149,2609,陽明,7
150,3048,益登,7
151,3406,玉晶光,7
152,3694,海華,7
153,4958,臻鼎-KY,7
154,6282,康舒,7
155,IX0027,電子類,7
156,2352,佳世達,6
157,2356,英業達,6
158,2421,建準,6
159,2881,富邦金,6
160,5234,達興材料,6
161,6670,復盛應用,6
162,00642U,元大S&P石油,5
163,00706L,元大S&P日圓正2,5
164,1319,東陽,5
165,1513,中興電,5
166,2331,精英,5
167,2520,冠德,5
168,2883,凱基金,5
169,3004,豐達科,5
170,3022,威強電,5
171,6177,達麗,5
172,6269,台郡,5
173,6873,泓德能源,5
174,9945,潤泰新,5
175,00647L,元大S&P500正2,4
176,00663L,國泰臺灣加權正2,4
177,00674R,元大S&P黃金反1,4
178,00919,群益台灣精選高息,4
179,1312,國喬,4
180,1536,和大,4
181,2233,宇隆,4
182,2354,鴻準,4
183,2376,技嘉,4
184,2377,微星,4
185,2474,可成,4
186,2646,星宇航空,4
187,2885,元大金,4
188,3035,智原,4
189,3413,京鼎,4
190,3532,台勝科,4
191,3596,智易,4
192,4739,康普,4
193,4906,正文,4
194,4961,天鈺,4
195,5534,長虹,4
196,6166,凌華,4
197,6923,中台,4
198,7722,LINEPAY,4
199,8374,羅昇,4
200,9904,寶成,4
201,00640L,富邦日本正2,3
202,00655L,國泰中國A50正2,3
203,00665L,富邦恒生國企正2,3
204,00753L,中信中國50正2,3
205,1307,三芳,3
206,1477,聚陽,3
207,1503,士電,3
208,1514,亞力,3
209,2049,上銀,3
210,2312,金寶,3
211,2353,宏碁,3
212,2369,菱生,3
213,2375,凱美,3
214,2379,瑞昱,3
215,2419,仲琦,3
216,2889,國票金,3
217,3032,偉訓,3
218,3605,宏致,3
219,3708,上緯投控,3
220,4770,上品,3
221,5434,崇越,3
222,5871,中租-KY,3
223,6116,彩晶,3
224,6176,瑞儀,3
225,6191,精成科,3
226,6278,台表科,3
227,6414,樺漢,3
228,8114,振樺電,3
229,IX0039,金融類,3
230,00712,復華富時不動產,2
231,1582,信錦,2
232,1597,直得,2
233,1773,勝一,2
234,2228,劍麟,2
235,2351,順德,2
236,2464,盟立,2
237,2492,華新科,2
238,2753,八方雲集,2
239,2880,華南金,2
240,2892,第一金,2
241,3029,零壹,2
242,3645,達邁,2
243,4536,拓凱,2
244,4968,立積,2
245,6456,GIS-KY,2
246,6719,力智,2
247,6962,奕力-KY,2
248,7749,意騰-KY,2
249,8070,長華*,2
250,8478,東哥遊艇,2
251,9914,美利達,2
252,0056,元大高股息,1
253,006208,富邦台50,1
254,00643,群益深証中小,1
255,00662,富邦NASDAQ,1
256,00669R,國泰美國道瓊反1,1
257,00670L,富邦NASDAQ正2,1
258,00673R,元大S&P原油反1,1
259,00675L,富邦臺灣加權正2,1
260,00680L,元大美債20正2,1
261,00684R,元大美元指數反1,1
262,00688L,國泰20年美債正2,1
263,00752,中信中國50,1
264,00757,統一FANG+,1
265,00852L,國泰美國道瓊正2,1
266,00878,國泰永續高股息,1
267,00881,國泰台灣科技龍頭,1
268,00896,中信綠能及電動車,1
269,00900,富邦特選高股息30,1
270,1409,新纖,1
271,1590,亞德客-KY,1
272,1708,東鹼,1
273,1786,科妍,1
274,2328,廣宇,1
275,2363,矽統,1
276,2365,昆盈,1
277,2392,正崴,1
278,2401,凌陽,1
279,2428,興勤,1
280,2457,飛宏,1
281,2458,義隆,1
282,2634,漢翔,1
283,2834,臺企銀,1
284,2845,遠東銀,1
285,3380,明泰,1
286,3583,辛耘,1
287,3673,TPK-KY,1
288,4576,大銀微系統,1
289,4919,新唐,1
290,4938,和碩,1
291,5258,虹堡,1
