排行,權證標的代號,權證標的名稱,發行檔數
1,2308,台達電,82
2,IX0001,臺股指數,70
3,1303,南亞,67
4,3661,世芯-KY,60
5,2330,台積電,56
6,3037,欣興,53
7,2059,川湖,52
8,2317,鴻海,50
9,2454,聯發科,50
10,2345,智邦,46
11,6669,緯穎,42
12,2404,漢唐,39
13,6805,富世達,39
14,6139,亞翔,37
15,3017,奇鋐,36
16,6770,力積電,36
17,0050,元大台灣50,32
18,6781,AES-KY,32
19,8039,台虹,32
20,2368,金像電,31
21,1560,中砂,28
22,2337,旺宏,27
23,2383,台光電,27
24,3231,緯創,26
25,2327,國巨*,25
26,2612,中航,25
27,1802,台玻,23
28,3665,貿聯-KY,23
29,6213,聯茂,23
30,3189,景碩,22
31,2605,新興,21
32,3711,日月光投控,21
33,2449,京元電子,20
34,2606,裕民,20
35,3715,定穎投控,19
36,6531,愛普*,19
37,00631L,元大台灣50正2,18
38,2637,慧洋-KY,18
39,8150,南茂,18
40,8210,勤誠,18
41,8499,鼎炫-KY,18
42,00632R,元大台灣50反1,16
43,1605,華新,16
44,2486,一詮,16
45,3090,日電貿,16
46,2313,華通,15
47,1301,台塑,14
48,6691,洋基工程,14
49,8046,南電,14
50,3376,新日興,13
51,2388,威盛,12
52,2603,長榮,12
53,3706,神達,12
54,6451,訊芯-KY,12
55,6706,惠特,12
56,2359,所羅門,11
57,2371,大同,11
58,2402,毅嘉,11
59,3030,德律,11
60,2467,志聖,10
61,2493,揚博,10
62,5469,瀚宇博,10
63,6944,兆聯實業,10
64,8112,至上,10
65,2481,強茂,9
66,6215,和椿,9
67,6415,矽力*-KY,9
68,6890,來億-KY,9
69,1326,台化,8
70,1504,東元,8
71,2009,第一銅,8
72,2367,燿華,8
73,2374,佳能,8
74,2498,宏達電,8
75,2618,長榮航,8
76,3533,嘉澤,8
77,4977,眾達-KY,8
78,5284,jpp-KY,8
79,8028,昇陽半導體,8
80,2360,致茂,7
81,IX0027,電子類,7
82,00738U,元大道瓊白銀,6
83,1608,華榮,6
84,2303,聯電,6
85,2329,華泰,6
86,2356,英業達,6
87,2610,華航,6
88,3010,華立,6
89,3034,聯詠,6
90,3515,華擎,6
91,4763,材料*-KY,6
92,5269,祥碩,6
93,6409,旭隼,6
94,00642U,元大S&P石油,5
95,00650L,復華香港正2,5
96,00664R,國泰臺灣加權反1,5
97,2301,光寶科,5
98,2316,楠梓電,5
99,2324,仁寶,5
100,2455,全新,5
101,2630,亞航,5
102,2882,國泰金,5
103,3013,晟銘電,5
104,3048,益登,5
105,4916,事欣科,5
106,0052,富邦科技,4
107,00637L,元大滬深300正2,4
108,00663L,國泰臺灣加權正2,4
