券商買賣股票成交價量資訊
股票代碼,="2308"
序號,券商,價格,買進股數,賣出股數,,序號,券商,價格,買進股數,賣出股數
1,1020合　　庫,1425.00,145,0,,2,1020合　　庫,1430.00,116,3100 
3,1020合　　庫,1435.00,200,1000,,4,1020合　　庫,1440.00,509,420 
5,1020合　　庫,1445.00,3,1000,,6,1020合　　庫,1450.00,238,0 
7,1020合　　庫,1455.00,1,0,,8,1020合　　庫,1460.00,93,10 
9,1020合　　庫,1465.00,15,50,,10,1020合　　庫,1470.00,39,210 
11,1020合　　庫,1475.00,177,55,,12,1020合　　庫,1480.00,1105,112 
13,1020合　　庫,1485.00,4,8,,14,1020合　　庫,1490.00,22,1050 
15,1020合　　庫,1495.00,12,0,,16,1020合　　庫,1500.00,1101,50 
17,1020合　　庫,1505.00,3007,0,,18,1020合　　庫,1510.00,32,100 
19,1020合　　庫,1515.00,40,0,,20,1020合　　庫,1520.00,1121,50 
21,1020合　　庫,1525.00,30,0,,22,1020合　　庫,1530.00,105,205 
23,1020合　　庫,1545.00,32,0,,24,1020合　　庫,1550.00,1032,0 
25,1020合　　庫,1555.00,5,100,,26,1020合　　庫,1560.00,12,2000 
27,1020合　　庫,1565.00,35,0,,28,1021合庫台中,1425.00,10,0 
29,1021合庫台中,1430.00,2268,6,,30,1021合庫台中,1435.00,3072,344 
31,1021合庫台中,1440.00,130,100,,32,1021合庫台中,1445.00,184,1460 
33,1021合庫台中,1450.00,79,100,,34,1021合庫台中,1455.00,135,10 
35,1021合庫台中,1460.00,131,0,,36,1021合庫台中,1465.00,1126,232 
37,1021合庫台中,1470.00,21,0,,38,1021合庫台中,1475.00,45,0 
39,1021合庫台中,1480.00,316,0,,40,1021合庫台中,1485.00,10,530 
41,1021合庫台中,1490.00,10,0,,42,1021合庫台中,1495.00,40,0 
43,1021合庫台中,1500.00,153,0,,44,1021合庫台中,1505.00,1121,0 
45,1021合庫台中,1510.00,10,0,,46,1021合庫台中,1515.00,1025,0 
47,1021合庫台中,1520.00,25,0,,48,1021合庫台中,1530.00,10,20 
49,1021合庫台中,1535.00,0,20,,50,1021合庫台中,1550.00,15,0 
51,1021合庫台中,1555.00,1000,100,,52,1021合庫台中,1560.00,1010,0 
53,1021合庫台中,1585.00,1000,1000,,54,1022合庫台南,1425.00,1050,0 
55,1022合庫台南,1430.00,121,20,,56,1022合庫台南,1435.00,200,153 
57,1022合庫台南,1440.00,336,200,,58,1022合庫台南,1445.00,2,160 
59,1022合庫台南,1450.00,49,0,,60,1022合庫台南,1460.00,15,0 
61,1022合庫台南,1465.00,2,0,,62,1022合庫台南,1470.00,21,50 
63,1022合庫台南,1475.00,0,30,,64,1022合庫台南,1480.00,1131,422 
65,1022合庫台南,1485.00,25,300,,66,1022合庫台南,1490.00,5,0 
67,1022合庫台南,1495.00,1030,0,,68,1022合庫台南,1500.00,122,0 
69,1022合庫台南,1505.00,110,20,,70,1022合庫台南,1510.00,22,0 
71,1022合庫台南,1515.00,10,15,,72,1022合庫台南,1520.00,10,20 
73,1022合庫台南,1525.00,10,0,,74,1022合庫台南,1530.00,63,0 
75,1022合庫台南,1545.00,10,0,,76,1022合庫台南,1550.00,3,0 
77,1022合庫台南,1555.00,2,0,,78,1022合庫台南,1565.00,1016,0 
79,1022合庫台南,1575.00,1000,0,,80,1023合庫高雄,1425.00,30,0 
81,1023合庫高雄,1430.00,1234,3000,,82,1023合庫高雄,1435.00,1057,2600 
83,1023合庫高雄,1440.00,1091,30,,84,1023合庫高雄,1445.00,50,15 
85,1023合庫高雄,1450.00,1071,1250,,86,1023合庫高雄,1455.00,1,0 
87,1023合庫高雄,1460.00,10,0,,88,1023合庫高雄,1465.00,15,100 
89,1023合庫高雄,1470.00,140,1000,,90,1023合庫高雄,1475.00,30,0 
91,1023合庫高雄,1480.00,1040,0,,92,1023合庫高雄,1495.00,2009,0 
93,1023合庫高雄,1500.00,25,0,,94,1023合庫高雄,1505.00,0,1 
95,1023合庫高雄,1510.00,10,150,,96,1023合庫高雄,1515.00,31,2000 
97,1023合庫高雄,1520.00,55,20,,98,1023合庫高雄,1525.00,110,0 
99,1023合庫高雄,1530.00,20,0,,100,1023合庫高雄,1540.00,10,0 
101,1023合庫高雄,1545.00,90,0,,102,1023合庫高雄,1550.00,310,3000 
103,1023合庫高雄,1565.00,10,0,,104,1024合庫嘉義,1430.00,2048,0 
105,1024合庫嘉義,1435.00,50,0,,106,1024合庫嘉義,1440.00,220,100 
107,1024合庫嘉義,1445.00,12,0,,108,1024合庫嘉義,1450.00,50,0 
109,1024合庫嘉義,1460.00,25,0,,110,1024合庫嘉義,1470.00,1000,0 
111,1024合庫嘉義,1475.00,0,2090,,112,1024合庫嘉義,1480.00,5,4002 
113,1024合庫嘉義,1495.00,20,1010,,114,1024合庫嘉義,1500.00,12,0 
115,1024合庫嘉義,1505.00,10,0,,116,1024合庫嘉義,1520.00,0,100 
117,1024合庫嘉義,1530.00,1050,0,,118,1024合庫嘉義,1555.00,1000,0 
119,1025合庫基隆,1425.00,10,0,,120,1025合庫基隆,1430.00,51,1000 
121,1025合庫基隆,1435.00,1000,2000,,122,1025合庫基隆,1440.00,0,2095 
123,1025合庫基隆,1445.00,0,60,,124,1025合庫基隆,1450.00,41,20 
125,1025合庫基隆,1455.00,0,1000,,126,1025合庫基隆,1460.00,150,0 
127,1025合庫基隆,1465.00,100,2,,128,1025合庫基隆,1470.00,9,1000 
129,1025合庫基隆,1480.00,100,150,,130,1025合庫基隆,1485.00,5,0 
131,1025合庫基隆,1490.00,14,0,,132,1025合庫基隆,1495.00,1100,0 
133,1025合庫基隆,1500.00,10,10,,134,1025合庫基隆,1510.00,10,74 
135,1025合庫基隆,1515.00,2,0,,136,1025合庫基隆,1525.00,12,0 
137,1025合庫基隆,1530.00,1000,0,,138,1025合庫基隆,1535.00,1,0 
139,1025合庫基隆,1540.00,1,0,,140,1025合庫基隆,1545.00,1000,0 
141,1025合庫基隆,1550.00,20,0,,142,1025合庫基隆,1560.00,0,1000 
143,1025合庫基隆,1565.00,2,0,,144,1025合庫基隆,1585.00,1000,0 
145,1028合庫彰化,1430.00,86,0,,146,1028合庫彰化,1435.00,20,0 
147,1028合庫彰化,1440.00,55,10,,148,1028合庫彰化,1445.00,11,900 
149,1028合庫彰化,1450.00,231,1000,,150,1028合庫彰化,1460.00,15,0 
151,1028合庫彰化,1465.00,50,0,,152,1028合庫彰化,1470.00,27,0 
153,1028合庫彰化,1475.00,520,1000,,154,1028合庫彰化,1480.00,1,0 
155,1028合庫彰化,1490.00,1,1000,,156,1028合庫彰化,1495.00,1003,2000 
157,1028合庫彰化,1500.00,2050,0,,158,1028合庫彰化,1505.00,1010,0 
159,1028合庫彰化,1510.00,50,0,,160,1028合庫彰化,1515.00,30,0 
