券商買賣股票成交價量資訊
股票代碼,="3481"
序號,券商,價格,買進股數,賣出股數,,序號,券商,價格,買進股數,賣出股數
1,1020合　　庫,40.50,75373,64000,,2,1020合　　庫,40.55,3000,23000 
3,1020合　　庫,40.60,2000,0,,4,1020合　　庫,40.65,3000,10000 
5,1020合　　庫,40.70,30,25000,,6,1020合　　庫,40.75,9000,9000 
7,1020合　　庫,40.80,1000,10000,,8,1020合　　庫,40.85,1000,10500 
9,1020合　　庫,40.90,2000,1000,,10,1020合　　庫,40.95,0,5000 
11,1020合　　庫,41.00,16700,3000,,12,1020合　　庫,41.05,1000,1000 
13,1020合　　庫,41.10,0,1000,,14,1020合　　庫,41.15,3000,4000 
15,1020合　　庫,41.20,0,1000,,16,1020合　　庫,41.25,10000,10000 
17,1020合　　庫,41.30,5015,21000,,18,1020合　　庫,41.35,2000,119000 
19,1020合　　庫,41.40,16100,31000,,20,1020合　　庫,41.45,0,5000 
21,1020合　　庫,41.50,1000,3000,,22,1020合　　庫,41.55,0,12000 
23,1020合　　庫,41.60,2000,10000,,24,1020合　　庫,41.65,2000,6000 
25,1020合　　庫,41.70,21100,0,,26,1020合　　庫,41.75,10030,1000 
27,1020合　　庫,41.80,50000,5000,,28,1020合　　庫,41.85,1000,0 
29,1020合　　庫,41.90,0,2000,,30,1020合　　庫,42.00,31100,0 
31,1020合　　庫,42.05,12000,0,,32,1020合　　庫,42.10,2000,1000 
33,1020合　　庫,42.15,0,10000,,34,1020合　　庫,42.30,6000,5000 
35,1020合　　庫,42.40,1000,0,,36,1020合　　庫,42.45,10000,2000 
37,1020合　　庫,42.50,0,3000,,38,1020合　　庫,42.55,2000,0 
39,1020合　　庫,42.60,200,0,,40,1020合　　庫,42.65,1000,2000 
41,1020合　　庫,42.80,1250,0,,42,1020合　　庫,42.85,5000,2000 
43,1020合　　庫,42.90,1000,0,,44,1020合　　庫,42.95,3200,0 
45,1020合　　庫,43.00,2000,0,,46,1020合　　庫,43.05,0,5000 
47,1020合　　庫,43.10,2000,0,,48,1020合　　庫,43.25,1000,0 
49,1020合　　庫,43.30,1000,5000,,50,1020合　　庫,43.40,2000,0 
51,1020合　　庫,43.45,4000,18000,,52,1020合　　庫,43.50,1000,0 
53,1020合　　庫,43.60,1000,0,,54,1020合　　庫,43.70,10000,0 
55,1020合　　庫,43.75,0,10000,,56,1020合　　庫,43.90,0,3000 
57,1020合　　庫,43.95,500,0,,58,1020合　　庫,44.00,1000,0 
59,1020合　　庫,44.10,21000,0,,60,1020合　　庫,44.30,11000,0 
61,1020合　　庫,44.35,10000,0,,62,1020合　　庫,44.50,1000,0 
